OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220052,3-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,2,BHA 2,6/9/2022,6/14/2022,2009,8600,6591,6289,50.417,124.74,50.333,116.827,61.417,56.417,302,6,Halliburton,GT65WKHEO,2,0.69,4-4-WT-A-X-I-NO-BHA,0,WBM,0,0,0,0,185,8,8in (7/8 4.0) FBH 1.75 w/ 9 3/8 NBS - FIT +0.011,BPG2800-0038,SS100-SDR-STD,Bico,1.75,6.1,7/8,4.0,2,2,8,2824,40.357,511.333,1400,14.139,23156,778.933,900,28.813,Intermediate BHA,"Reason POOH: Averaging under 40 fph (ROP).  On surface motor drained good, no problems seen.  The kickpad was worn completely to the housing as well as the bottom most NBS blade.  Axial bearing play was excessive, and well out of the limits to rerun (completely gone).  In rotation to the top of the Anhydrite the assembly held angle.  Once in the Anhydrite, the assembly started dropping angle as much as -.5/100 until reaching the Sligo where it stopped dropping.  Throughout the section the assembly had a walking tendency to the north as much as 2.4/100.  Once vertical the assembly has walked 35 due north.  Motor had (8) mini stalls. (5) of those in the last 20 hole drilled.  Max diff on stalls 1900 psi.  BIT was in guage, had a few busted cutters on the taper and was graded a 1/1 WT.",0,0,0,0,0,0,8,0,0,137.267,120.267,112.6,,,32.36517,-93.44637,99,INT-1: INTERMEDIATE 1,8.25,9.375,3.47,ROP,0,STD-SDR,108,150.22,185,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220052,3-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,3,BHA # 3,6/14/2022,6/15/2022,8600,10230,1630,1630,20.833,78.24,0,78.24,26.667,20.833,0,0,Halliburton,GT65WKHEO,3,0.69,3-7-LT-T-X-I-WT-TD,10.1,WBM,11,8,11,2700,199,8,8in (7/8 4.0) FBH 1.75 w/ 9 3/8 NBS - FIT +0.003,BPG2800-0034,SS100-SDR-STD,Bico,1.75,6.1,7/8,4.0,0,0,8,3233.333,18.889,494.444,1400,4461.011,23156,750,900,56.222,Intermediate BHA,"Reason POOH: TD Casing Point.  On surface motor drained good, no problems seen.  Kickpad was worn to within 1/32in of housing along with significant wear to leading NBS blade.  Axial bearing play was minimal.  Bearings good.  BHA was used to finish the vertical portion to Int casing point.  Max Temp: 200 F. Max drilling Diff: 750 gpm.  Avg Drilling Diff: 750 gpm.  Bit was in guage, had (1) Missing cutter, (2) busted cutters and was graded a 1/1.",0,0,0,0,0,0,0,0,0,225,165,150,,,32.36517,-93.44637,43.917,INT-1: INTERMEDIATE 1,8.25,9.375,0.43,Section TD,0.003,SS100-SDR-STD,174,193.44,199,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220074,"4-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,4,BHA 4,9/1/2022,9/8/2022,10210,16340,6130,5060,66.167,76.474,19.969,51.19,130.167,119.75,1070,53.583,Drilformance,DF613,4,0.902,2-2-WT-A-X-1/16-WT-TD,15.4,OBM,34,66,15,21500,328,5,Patroit 6/7 8.0 Fxd. @ 2.25-Sleeved  Fit: .003,CD5027,HBR,Patriot,2.25,0,6/7,8.0,18,16,0,6019.375,32.609,569.375,1800,6.457,3810,330.188,350,22.875,9 7/8 Intermediate BHA,"Motor drained @ Surface w/ No slack in bearings. Wirelined MWD tool during the curve. MWD tool was missing sync alot. Ran wirelined new mwd tool and had zero issues.

MWD tool wirelined out of hole.

( S/N GJSDM80178 )",0,0,0,0,0,0,0,0,0,175.625,140.25,129.688,,,32.36571,-93.42906,154,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.25,0,14.98,Well TD,0.003,Cajun,226,292.9,328,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220074,"4-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,1,BHA 1,8/7/2022,8/7/2022,0,2006,2006,1789,6.167,290.108,113.217,248.165,8.083,8.083,217,1.917,,DT616S,1,0.835,1-1-BU-A-X-I-NO-TD,15.4,WBM,34,66,15,21500,113,8,7/8 4.0 @ 1.75 Fxd. w/ 13'' NBS fit +.016,DR 77006,7.75 7/8 4.0,Sniper,1.75,6,7/8,4.0,8,8,8,2140.909,40.833,254.545,900,5.333,14930,727.727,900,12.909,,Motor drained @ Surface w/ No slack in bearings.,0,0,0,0,0,0,0,0,0,71.136,71.136,102.955,,,32.36571,-93.42906,18,SURFACE: SURFACE,8,13,3.5,Section TD,0.016,Viking,98,103.95,113,No issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220074,"4-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,2,BHA 2,8/9/2022,8/12/2022,2006,8319,6313,6136,50,122.72,40.846,116.19,59.25,54.333,177,4.333,Halliburton,GT65WKHEO,2,0.69,3-4-BT-A-X-1/16-BU-PR,9.2,WBM,7,11,7,700,168,8,7/8 4.0 @ 1.75 Fxd. w/9 5/8 NBS fit +.007,BPG2800-0065,SS 100,BICO,1.75,6,7/8,4.0,8,8,8,2747.368,39.828,372.368,1400,11.517,23156,725,900,39,,Motor drained @ Surface w/ No slack in bearings. A blade on the NBS was worn down on the kick pad side of the motor.,0,0,0,0,0,0,0,0,0,167.5,155.526,141.053,,,32.36571,-93.42906,77,INT-1: INTERMEDIATE 1,8,9.625,2.86,ROP,0.007,NBR,102,151.5,168,No issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220074,"4-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,3,BHA 3,8/12/2022,8/14/2022,8319,10210,1891,1891,27.167,69.607,0,69.607,34.917,27.167,0,0,Halliburton,GT65WKHEO,3,0.69,,9.5,WBM,11,10,15,2100,199,8,7/8 4.0 @ 1.50 Fxd. w/9 5/8 NBS fit + .010,BPG2800-0001,SS 100,,1.5,6.12,7/8,4.0,0,0,8,3360,24,600,1400,21.8,23156,700,900,34,9 7/8 Intermediate BHA,"BHA Reached TD on Section

BHA was picked up after we had ROP reduction with previous assembly. 

Motor Drained on surface, No visible damage

Bit had several worn cutter, In gauge.",0,0,0,0,0,0,0,0,0,200,190,180,,,32.36571,-93.42906,51.25,INT-1: INTERMEDIATE 1,8.062,9.625,0.2,Section TD,0.01,NBR,172,182.8,199,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,5,BHA 5,8/24/2022,8/26/2022,10107,11197,1090,663,9,73.667,28.626,45.575,25.917,23.917,427,14.917,Other,SPD613,5,1.178,1-1-WT-A-X-I-WT-FM,10.5,WBM,11,12,13,11000,233,5,5in (6/7 10.0) FBH 2.12 - TS - fit -0.018,13778321,NBR-HPW-0.5XOS,Sperry,2.12,4.22,6/7,10,0,0,10,2600,30,600,3710,5.2,6940,300,350,25,6 3/4 Steerable Assembly,"This assembly was picked up to drillout intermediate casing shoe track then approx. 500 to KOP @ 10715

Motor Started off Strong giving 14/100, but slowly dwindled down to yielding 4/100 before decision was made to POOH and P/U 2.25 Degree motor

Motor had no visible damage, We could not drain motor due to Rotary table being out of service

Bit had very minimal wear, In Gauge",0,0,0,0,0,0,1,0,0,250,200,100,,,32.36575,-93.42906,44.583,INT-2: INTERMEDIATE 2 / CURVE: CURVE,5.625,0,13.94,Low build rates,-0.018,NBR-HPW,233,233,233,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,6,BHA 6,8/26/2022,8/29/2022,11197,16334,5137,4690,42.917,109.282,30.135,88.952,61.667,57.75,447,14.833,Drilformance,DF613BC EXT,5,0.902,1-2-CT-S-X-I-NO-TD,15.6,WBM,37,51,7,19000,321,5,5in (6/7 8.0) FBH 2.25 - TS - fit -0.009,500-DDS-028,NBR-HR-0.5XOS,Tomahawk,2.25,4.33,6/7,8,0,0,12,6156,42,459,1840,5,5741,346,350,17,6 3/4 Steerable Assembly,"BHA Performed well through Curve & Lateral.No Major damage to motor at surface,motor drained good no slack in motor. Bit Grade 1-2",0,0,0,0,0,0,0,0,0,250,200,100,,,32.36575,-93.42906,79.667,CURVE: CURVE / LAT: LATERAL,5.188,0,14.11,Well TD,-0.009,NBR-HPW,255,288.65,321,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,1,BHA 1,8/5/2022,8/6/2022,0,2014,2014,1901,7.833,242.681,96.857,223.778,13.083,9,113,1.167,,DT616S,,0.835,1-2-NO-A-X-I-RR-TD,15.6,,37,51,7,19000,91.4,8,7/8 4.0 @ 1.75 Fxd. w/ 13'' NBS fit +.016,DR 77006,7.75 7/8 4.0,Sniper,1.75,6,7/8,4.0,2,2,8,1300,30,200,900,8,14930,550,900,20,,"Reason POOH: Surface casing depth reached.  Motor drained good, no problems seen.  Bearings good.",0,0,0,0,0,0,0,0,0,70,68,65,,,32.36575,-93.42906,12,SURFACE: SURFACE,8,13,3.57,Section TD,0.016,Viking,80.4,86.32,91.4,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,2,BHA 2,8/16/2022,8/19/2022,2014,7749,5735,5616,47.75,117.613,64.909,115.664,52.667,49.583,119,1.833,Halliburton,GT65WKHEO,2,0.69,8-8-LT-A-X-1/16-PN-PR,9.2,WBM,4,2,3,1000,183,8,8in (7/8 4.0) 1.75 FBH - 9 5/8 NBS - fit +.002,BPG2800-0081,SS100-SDR2-STD,BICO,1.75,5.9,7/8,4.0,0,0,8,3025,50.893,448.79,1400,11.022,23156,803.468,900,31.919,9 7/8 Steerable Intermediate BHA,"Motor was POOH after our ROP drop down to 25-35 Ft/Hr.

Motor did drain on surface but it seemed as though it was dragging/Torquing while draining.

Bit was DBR w/ 5 plugged Jets. 1/16th under",0,0,0,0,0,0,0,0,0,105.355,103.387,101.742,,,32.36575,-93.42906,83.5,INT-1: INTERMEDIATE 1,8.25,9.625,2.99,ROP,0.002,SS100-SDR2-STD,92,143.44,183,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,3,BHA 3,8/19/2022,8/21/2022,7749,9016,1267,1267,16.417,77.178,0,77.178,19.667,16.417,0,0,Halliburton,GT65WKHEO,3,0.69,2-8-BT-T-X-I-WT-PR,9.6,WBM,7,10,10,7200,189,8,8in (7/8 5.9) 1.50 FBH - 9 1/2 NBS - fit +.011,RY8000016,NBR-HPO-STD,Other,1.5,5.25,7/8,5.9,0,0,8,2638.462,20,430.769,1390,14.023,21870,723.077,900,44.077,9 7/8 Steerable Intermediate BHA,"Reason POOH: Low ROP.  On surface motor drained good, no problems seen. Kick pad was wore down an 1/8in. Axial bearing play was minimal (Bearings good).  On trip in we hit underguaged hole 100 from bottom. Reamed to bottom holding as much as 30 WOB. BHA walked as much as 3/100 to the north.  Max Drilling Diff on run 650 psi.  Avg Drilling Diff 350 psi. Max temp on run 189F.  Motor had zero stalls.  Bit was in guage but all taper cutters were busted. Graded 1/1.",0,0,0,0,0,0,0,3,0,220.385,166.154,133.846,,,32.36575,-93.42906,35.75,INT-1: INTERMEDIATE 1,8.188,9.5,0.27,ROP,0.011,NBR-HPO-STD,163,174.23,189,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DP-220073,"3-ALT - HODGES FAMILY, LLC, ET AL 19H - Wellbore 1",Bossier,Louisiana,4,BHA 4,8/21/2022,8/22/2022,9016,10107,1091,1091,15.667,69.638,0,69.638,17.917,15.667,0,0,Halliburton,GT65WKHEO,4,0.69,2-3-WT-T-X-I-RR-TD,10.1,WBM,11,20,16,16000,194,8,8in (7/8 4.0) FBH 1.50 - 9 5/8 NBS - fit +0.009,BPG2800-0036,SS100-SDR-STD,BICO,1.5,5.9,7/8,4.0,0,0,8,3116.667,20,500,1400,14.833,23156,750,900,38.444,9 7/8 Steerable Intermediate BHA,"Reason POOH: Intermediate section TD.  On surface motor drained good, no problems seen.  On ly slight wear observed on kickpad.  Axial bearing play was minimal (Bearings good).  BHA was used to TD the remaining 1000 of vertical hole.  Max Drilling Diff - 650 psi.   Average Drilling Diff - 500 psi.  Max Temp on run 194F.  Bit was in guage. Cutters were all good. Bit graded a 1/1.",0,0,0,0,0,0,0,2,0,250,200,100,,,32.36575,-93.42906,39.5,INT-1: INTERMEDIATE 1,8.25,9.625,0.45,Section TD,0.009,SS100-SDR-STD,190,191.78,194,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,6,BHA 6,9/16/2024,9/23/2024,11966,21910,9944,9498,76.833,123.618,34.98,111.003,107.417,89.583,446,12.75,,SPD513,6,0.982,1-1-WT-T-X-I-NO-TD,14.7,OBM,32,33,12,32000,310.98,5.25,5.25 LDS 4/5 10.3 Fxd @ 1.83 SATW Fit = -.016,M-5-LDS-019,4/5 10.3,Liberty,1.83,4.12,4/5,10.3,0,0,12,5513.265,59.592,628.571,2430,9.501,6320,360.816,400,21.582,"After back reaming (Dry) 3000ft & then reaming back to bottom motor still drilled strong & gave good build rates sliding, no pressure spikes or stalls. Motor drained at surface with about a 1/2inch of squat,no other visual damage noticed. Bit was graded a 1/1","After back reaming (Dry) 3000ft & then reaming back to bottom motor still drilled strong & gave good build rates sliding, no pressure spikes or stalls. Motor drained at surface with about a 1/2inch of squat,no other visual damage noticed. Bit was graded a 1/1",0,0,0,0,0,0,0,0,0,240.663,174.592,150.526,,,32.39847,-94.46013,151.25,LAT: LATERAL,5.563,0,4.2,Well TD,0,Opti-1OS,262,310.98,338,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,5,BHA 5,9/14/2024,9/16/2024,10306,11966,1660,1169,10.417,112.224,64.747,92.222,22.75,18,491,7.583,,SPD613,5,0.969,1-1-WT-S-X-I-PN-BHA,11.35,WBM,15.25,12,11,4700,242.515,5.25,5.25 LDS 6/7 8.0 Fxd @ 2.12 w/6.25 NBS Fit = -.020,M-5-LDS-030,6/7 8.0,Liberty,2.12,4.25,6/7,8,0,0,12,4825.758,34.091,687.121,1880,6.845,6110,338.636,350,23,"TOOH for Lateral Assy, Motor ran great, stayed strong through run, no stalls, Assembly gave good (expected) build rates in the curve, ROP and toolface control was great. At surface motor drained good, minimal slack in bearings, no visual damage.  Bit was graded 1/1 with 2 nozzles plugged with cement","TOOH for Lateral Assy, Motor ran great, stayed strong through run, no stalls, Assembly gave good (expected) build rates in the curve, ROP and toolface control was great. At surface motor drained good, minimal slack in bearings, no visual damage.  Bit was graded 1/1 with 2 nozzles plugged with cement",0,0,0,0,0,0,0,0,0,203.182,180.455,159.091,,,32.39847,-94.46013,43.5,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.69,6.25,14.62,Change BHA,0,Opti -.5OS,221,242.52,261,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,1,BHA 1,8/26/2024,8/26/2024,107,1822,1715,1633,5.583,292.478,196.8,285.833,6.75,6,82,0.417,Halliburton,SF56,1,1.052,0-0-RR-A-X-I-NO-TD,8.4,WBM,2,2,4,400,0,8,8 Cavare 7/8 4.0 Fxd @ 1.75 w/13 NBS Fit = .004,800-NB-005,7/8 4.0,Cavare,1.75,5.22,7/8,4,0,0,0,1313.333,60,480,925,6,14830,790,900,19,Motor performed as expected on first surface hole. Motor racked back & will be run on second surface hole.,Motor performed as expected on first surface hole. Motor racked back & will be run on second surface hole.,0,0,0,0,0,0,0,0,0,65,65,65,,,32.39847,-94.46013,9.5,SURFACE: SURFACE,8.5,13,2.46,Section TD,0.004,NBR,1000.25,0,0,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,2,BHA 2,9/6/2024,9/10/2024,1822,7982,6160,6065,49.167,123.356,45.6,120.195,56.5,51.25,95,2.083,Halliburton,HD65WK,2,0.69,2-3-LT-S-X-I-WT-BHA,10.4,WBM,10.5,6,8,4200,160.947,8,8 Patriot 7/8 5.9 Fxd @ 1.75 w/9.63 NBS Fit = .015,CD803018,7/8 5.9,Patriot,1.75,5.65,7/8,5.9,0,0,10,3292.105,52.182,578.947,1330,15.589,22020,863.421,900,47.895,"TOOH planned BHA change / ROP, motor performed as expected, gave good rates in slided, assembly did seem to hang up on NBS about 5 into slides, Motor drained good at surface, minimal slack in bearings, a bit excessive in drain around bit box but not too uncommon.  Did notice excessive wear on NBS, wore one blade completely off and 2 others were 1/2 gone. bit graded 2/3 with plugged nozzles and missing cutters.   Unable to remove bit due to faulty bit breaker.  Motor returned with bit still attached","TOOH planned BHA change / ROP, motor performed as expected, gave good rates in slided, assembly did seem to hang up on NBS about 5 into slides, Motor drained good at surface, minimal slack in bearings, a bit excessive in drain around bit box but not too uncommon.  Did notice excessive wear on NBS, wore one blade completely off and 2 others were 1/2 gone. bit graded 2/3 with plugged nozzles and missing cutters.   Unable to remove bit due to faulty bit breaker.  Motor returned with bit still attached",0,0,0,0,0,0,0,0,0,152.982,124.386,101.228,,,32.39847,-94.46013,89.333,INT-1: INTERMEDIATE 1,8.25,9.63,4.2,Change BHA,0.015,NBR,106,160.95,194,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,3,BHA 3,9/10/2024,9/11/2024,7982,9092,1110,1110,17.75,62.535,0,62.535,20.417,17.75,0,0,Halliburton,HD65WK,3,0.69,1-3-CT-S-X-I-WT-BHA,11.5,WBM,16,12,13,3800,193.875,8,8 Patriot 7/8 5.9 Fxd @ 1.75 w/9.63 NBS Fit = .012,CD803001,7/8 5.9,Patriot,1.75,5.65,7/8,5.9,0,0,10,3475,15.375,537.5,1330,20.263,22020,750,900,63.75,"Motor Chunked TOOH for ROP, Torque & Diff spikes, Motor did not perform quite as well as expected, diff and torque would spike more with more WOB added. Motor drained good at surface, no visual damage noted, minimal slack in bearings.  Motor never stopped running and was not holding pressure off bottom but bit did have 2 nozzles plugged with rubber.  Bit graded 1/3 with chipped / worn cutters on shoulder","TOOH for ROP, Torque & Diff spikes, Motor did not perform quite as well as expected, diff and torque would spike more with more WOB added. Motor drained good at surface, no visual damage noted, minimal slack in bearings.  Motor never stopped running and was not holding pressure off bottom but bit did have 2 nozzles plugged with rubber.  Bit graded 1/3 with chipped / worn cutters on shoulder",1,0,0,0,0,0,0,0,0,261.875,207.5,145,,,32.39847,-94.46013,29.5,INT-1: INTERMEDIATE 1,8.25,9.63,0.36,ROP,0.012,NBR,187,193.88,201,
Sponte Resources,Basin 103,TX-DMP-240042,2H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,4,BHA 4,9/11/2024,9/13/2024,9092,10306,1214,1214,14.5,83.724,0,83.724,20.75,14.5,0,0,Taurex,TXx614,4,0.69,3-1-CT-N-X-I-WT-TD,11.3,WBM,15.5,10,8,4400,205.182,8,8 Patriot 7/8 5.9 Fxd @ 1.50 w/9.63 NBS Fit = .015,CD803007,7/8 5.9,Patriot,1.5,5.7,7/8,5.9,0,0,6,3381.818,19.273,640.909,1330,20.591,22020,751.364,900,59.091,"TOOH for casing operations.  Motor ran well, stayed strong thru run, had a couple of light stalls as formation transition to pay zone due to WOB set points being higher than needed for this transition. Motor ran good and strong after adjustments were made. At surface motor drained good, no rubber in nozzles, minimal slack in bearings, bit graded 3/1","TOOH for casing operations.  Motor ran well, stayed strong thru run, had a couple of light stalls as formation transition to pay zone due to WOB set points being higher than needed for this transition. Motor ran good and strong after adjustments were made. At surface motor drained good, no rubber in nozzles, minimal slack in bearings, bit graded 3/1",0,0,0,0,0,0,0,0,0,286.364,239.091,184.545,,,32.39847,-94.46013,44.5,INT-1: INTERMEDIATE 1,8.25,9.63,0.63,Section TD,0.015,NBR,192,205.18,212,
Sponte Resources,Basin 103,TX-DMP-240041,1H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,6,BHA 6,9/27/2024,10/1/2024,10393,15395,5002,4266,38.583,110.566,62.197,99.213,58,50.417,736,11.833,,SPD613,6,0.969,1-2-CT-S-X-I-PN-DMF,11.3,WBM,15.5,13,9,5600,275.145,5.25,5.25 LDS 4/5 10.3 Fxd @ 2.00 SATW Fit = -.006,LDS-5-M-030,4/5 10.3,Liberty,2,3.89,4/5,10.3,0,0,16,5272.464,49.194,663.406,2430,8.784,6320,373.116,400,19.522,"Motor Chunked Motor gave good consistent build rates for curve, Assembly tracked well in lateral, Motor did start chunking rubber at 13,478 but continued drilling to 15,395 where ROP fell to Zero and lost 200psi off bottom.  Motor did not drain at surface, shaft was extended about 4 inches and bit box would turn by hand but not free spin, no other visual damage. Bit was graded 1/2 & had 1 nozzle plugged with rubber.","Motor gave good consistent build rates for curve, Assembly tracked well in lateral, Motor did start chunking rubber at 13,478 but continued drilling to 15,395 where ROP fell to Zero and lost 200psi off bottom.  Motor did not drain at surface, shaft was extended about 4 inches and bit box would turn by hand but not free spin, no other visual damage. Bit was graded 1/2 & had 1 nozzle plugged with rubber.",1,0,0,1,0,0,0,0,0,212.754,176.667,153.913,"Bit box extended approx 4 inches, bit box could be turned by hand but did not free spin easily, motor would not drain.  Bit was minimal damage with one plugged nozzle",Worked Pipe noticed that pressure loss increased picking up and pressure came to normal with downward travel.  Return to bottom with 15k WOB and pressure loss 350psi,32.39855,-94.46016,85,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.625,0,14.25,Motor Failure,0,Opti -10S,228,275.14,304,
Sponte Resources,Basin 103,TX-DMP-240041,1H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,7,BHA 7,10/1/2024,10/8/2024,15395,21783,6388,5950,72.5,82.069,19.759,67.479,133.167,94.667,438,22.167,,SPD513,7,0.982,1-1-WT-S-X-I-NO-TD,15,OBM,32,35,8,27000,311.326,5.25,5.25 LDS 4/5 10.3 Fxd @ 1.83 SATW Fit = -.015,LDS-5-M-011,4/5 10.3,Liberty,1.83,3.89,4/5,10.3,0,0,8,6239.535,54.89,1096.221,2430,11.561,6320,342.558,400,17.291,Well TD Motor gave good  build rates & ROP in first half of lateral. Toward the last half  well pushed us in both directions causing us to slide alot more putting longer slides in. After back reaming out 6000ft & then reaming back to to bottom we were still able to TD well with motor. Motor drained at surface with about 1/4inch of squat & miniable amount of slack in bearings. No other visual damage noticed. Bit looked good and was graded a 1/1,Motor gave good  build rates & ROP in first half of lateral. Toward the last half  well pushed us in both directions causing us to slide alot more putting longer slides in. After back reaming out 6000ft & then reaming back to to bottom we were still able to TD well with motor. Motor drained at surface with about 1/4inch of squat & miniable amount of slack in bearings. No other visual damage noticed. Bit looked good and was graded a 1/1,0,0,0,0,0,0,0,0,0,280,167.384,0,,,32.39855,-94.46016,168.75,LAT: LATERAL,5.625,0,3.67,Well TD,0,Opti -10S,286,311.33,325,
Sponte Resources,Basin 103,TX-DMP-240041,1H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,1,BHA 1,8/27/2024,8/28/2024,0,1822,1822,1699,5.583,304.299,123,276.759,7.25,6.583,123,1,Halliburton,SF56,1,1.052,1-1-WT-N-X-I-NO-TD,8.4,WBM,2,2,4,400,97,8,8 Cavare 7/8 4.0 Fxd @ 1.75 w/13 NBS Fit = .004,800-NB-005,7/8 4.0,Cavare,1.75,5.22,7/8,4,0,0,10,1102.381,49.231,278.571,925,6.077,14830,767.143,900,29.714,"Motor drilled 2 surface holes and averaged 10?/100 sliding. Motor had no squat and minable amount of slack in bearings. motor had some slight wear above the NBS,no other visual damage noticed. Bit was a 1/1","Motor drilled 2 surface holes and averaged 10?/100 sliding. Motor had no squat and minable amount of slack in bearings. motor had some slight wear above the NBS,no other visual damage noticed. Bit was a 1/1",0,0,0,0,0,0,0,0,0,55,55,55,,,32.39855,-94.46016,10.25,SURFACE: SURFACE,8.5,13,2.76,Section TD,0.004,NBR,90,93.9,97,
Sponte Resources,Basin 103,TX-DMP-240041,1H - BARTLETT-THOMPSON PAD - OH,Harrison,Texas,2,BHA 2,8/29/2024,8/31/2024,1822,5106,3284,3118,14.583,213.806,90.545,200.041,19.583,16.417,166,1.833,Halliburton,HD65WK,2,0.69,1-3-CT-S-X-I-PN-DMF,8.4,WBM,2,2,4,400,125.821,8,8 Bico 7/8 4.0 Fxd @ 1.83 w/9.63 NBS Fit = .014,BPG2800-0104,SS100,BICO,1.83,5.68,7/8,4,0,0,10,2730.357,51.731,670.536,1400,14.485,23156,846.071,900,33.821,"Motor Failed - Chunked Motor drained mostly from bypass around bit box. No Slack or Squat in bearings, No visual damage. After breaking bit  6 out of 9 jets were plugged with rubber. bit was graded a 1/3","Motor drained mostly from bypass around bit box. No Slack or Squat in bearings, No visual damage. After breaking bit  6 out of 9 jets were plugged with rubber. bit was graded a 1/3",1,1,0,1,0,0,0,0,0,127.143,114.5,100.179,,,32.39855,-94.46016,28,INT-1: INTERMEDIATE 1,8.13,9.63,1.95,Motor Failure,0.014,ERT,95,125.82,145,
